date,session,number,bill,question,result,description,yeatotal,naytotal,rollcall,passed,votestotal,yea_pct,close,lopsided,.rollcall_id,pct_yea_D,pct_yea_R,partyline
2005-04-21,1,108,H.R. 1268,On the Amendment S.Amdt. 520,Agreed to,"Bayh Amdt. No. 520; To appropriate an additional $213,000,000 for Other Procurement, Army, for the procurement of Up-Armored High Mobility Multipurpose Wheeled Vehicles (UAHMMWVs).",61,39,1-108,FALSE,100,0.61,FALSE,FALSE,96,0.9772727272727273,0.3090909090909091,NA
2005-04-26,1,110,H.R. 3,On the Cloture Motion,Agreed to,Motion to Invoke Cloture on the Motion to Proceed to Consider H.R. 3; SAFETEA-LU,94,6,1-110,FALSE,100,0.94,TRUE,FALSE,97,1,0.8909090909090909,NA
2005-04-28,1,112,H.R. 3,On the Motion,Agreed to,Motion to Recess Until 2:00 p.m. Today; SAFETEA-LU,98,1,1-112,FALSE,99,0.98989898989899,TRUE,TRUE,98,0.9767441860465116,1,NA
2005-04-28,1,113,H.R. 3,On the Motion to Table S.Amdt. 592,Agreed to,Motion to Table Bond Amdt. No. 592; To strike the highway stormwater discharge mitigation program.,51,49,1-113,FALSE,100,0.51,FALSE,FALSE,99,0.9318181818181818,0.16363636363636364,NA
2005-04-28,1,114,H.Con.Res. 95,On the Conference Report,Agreed to,"H. Con. Res. 95 Conference Report; Appropriations resolution FY2006, Budget",52,47,1-114,FALSE,99,0.5252525252525253,FALSE,FALSE,100,0,0.9454545454545454,Republican
2005-04-29,1,115,PN328,On the Cloture Motion,Agreed to,Motion to Invoke Cloture on the Nomination of Stephen L. Johnson to be Administrator of EPA,61,37,1-115,FALSE,98,0.6224489795918368,FALSE,FALSE,101,0.16279069767441862,1,NA
2005-05-11,1,118,H.R. 3,On the Motion,Agreed to,Motion to Waive CBA Re: Amdt. No. 605 and H.R. 3; SAFETEA-LU,76,22,1-118,FALSE,98,0.7755102040816326,TRUE,FALSE,102,0.9767441860465116,0.6111111111111112,NA
2005-05-11,1,119,H.R. 3,On the Motion to Table S.Amdt. 606,Agreed to,"Motion to Table Corzine Amdt. No. 606; To establish the effect of a section of the United States Code relating to the letting of contracts on individual contributions to political campaigns, and to require the Secretary of Transportation to consider State laws that limit political contributions to be in accordance with competitive procurement requirements.",57,40,1-119,FALSE,97,0.5876288659793815,FALSE,FALSE,103,0.18604651162790697,0.9056603773584906,NA
2005-05-11,1,120,H.R. 3,On the Amendment S.Amdt. 625,Rejected,Lautenberg Amdt. No. 625; To provide funding for motorcycle safety programs in States without universal helmet laws.,28,69,1-120,FALSE,97,0.28865979381443296,TRUE,FALSE,104,0.5116279069767442,0.11320754716981132,NA
2005-05-11,1,121,H.R. 3,On the Amendment S.Amdt. 618,Rejected,"Harkin Amdt. No 618, as Modified; To improve the safety of nonmotorized transportation, including bicycle and pedestrian safety.",44,53,1-121,FALSE,97,0.4536082474226804,FALSE,FALSE,105,0.9302325581395349,0.07547169811320754,Democratic
2005-05-12,1,122,H.R. 3,On the Cloture Motion S.Amdt. 605,Agreed to,Motion to Invoke Cloture on Amdt. No. 605 to H.R.3; To provide a complete substitute.,92,7,1-122,FALSE,99,0.9292929292929293,TRUE,FALSE,106,1,0.8703703703703703,NA
2005-05-17,1,123,H.R. 3,On the Amendment S.Amdt. 611,Rejected,"Allen Amdt. No. 611; To modify the eligibility requirements for States to receive a grant under section 405 of title 49, United States Code.",14,86,1-123,FALSE,100,0.14,TRUE,FALSE,107,0.06818181818181818,0.2,NA
2005-05-17,1,124,H.R. 3,On the Amendment S.Amdt. 646,Rejected,Sessions Amdt. No. 646 As Modified; To reduce funding for certain programs.,16,84,1-124,FALSE,100,0.16,TRUE,FALSE,108,0,0.2909090909090909,NA
2005-05-17,1,125,H.R. 3,On Passage of the Bill,Passed,H.R. 3 As Amended; SAFETEA-LU,89,11,1-125,TRUE,100,0.89,TRUE,FALSE,109,0.9545454545454546,0.8214285714285714,NA
2005-05-23,1,126,PN194,On the Motion,Agreed to,Motion To Instruct Sgt. At Arms,90,1,1-126,FALSE,91,0.989010989010989,TRUE,TRUE,110,1,0.98,NA
2005-05-24,1,127,PN194,On the Cloture Motion,Agreed to,"Motion To Invoke Cloture on the Nomination of Priscilla Richman Owen, of Texas, to be U.S. Circuit Judge",81,18,1-127,FALSE,99,0.8181818181818182,TRUE,FALSE,111,0.6046511627906976,1,NA
2005-05-25,1,128,PN194,On the Nomination,Confirmed,"Confirmation Priscilla Richman Owen, to be U.S. Circuit Judge",55,43,1-128,TRUE,98,0.5612244897959183,FALSE,FALSE,112,0.046511627906976744,0.9818181818181818,Republican
2005-05-26,1,129,PN326,On the Cloture Motion,Rejected,"Motion to Invoke Cloture on the Nomination of John R. Bolton, of Maryland, to be Representative of the U.S. to the United Nations",56,42,1-129,FALSE,98,0.5714285714285714,FALSE,FALSE,113,0.06976744186046512,0.9818181818181818,Republican
2005-06-07,1,130,PN201,On the Cloture Motion,Agreed to,"Motion To Invoke Cloture On The Nomination of Janice R. Brown, of California, To Be U.S. Circuit Judge",65,32,1-130,FALSE,97,0.6701030927835051,TRUE,FALSE,114,0.23809523809523808,1,NA
2005-06-08,1,131,PN201,On the Nomination,Confirmed,"Confirmation Janice R. Brown, of California, to be U.S. Circuit Judge",56,43,1-131,TRUE,99,0.5656565656565656,FALSE,FALSE,115,0.022727272727272728,1,Republican
2005-06-08,1,132,PN200,On the Cloture Motion,Agreed to,"Motion to Invoke Cloture on the Nomination of William H. Pryor, Jr., of Alabama, to be U.S. Circuit Judge",67,32,1-132,FALSE,99,0.6767676767676768,TRUE,FALSE,116,0.2727272727272727,1,NA
2005-06-09,1,133,PN200,On the Nomination,Confirmed,"Confirmation William H. Pryor, Jr., of Alabama, to be U.S. Circuit Judge",53,45,1-133,TRUE,98,0.5408163265306123,FALSE,FALSE,117,0.045454545454545456,0.9454545454545454,Republican
2005-06-14,1,136,PN202,On the Nomination,Confirmed,"Confirmation Thomas B. Griffith, of Utah, to be U.S. Circuit Judge",73,24,1-136,TRUE,97,0.7525773195876289,TRUE,FALSE,118,0.45454545454545453,1,NA
2005-06-14,1,137,H.R. 6,On the Motion to Table S.Amdt. 781,Agreed to,Motion to Table Boxer Amdt. No. 781; To ensure that ethanol is treated like all other motor vehicle fuels and that taxpayers and local governments do not have to pay for environmental damage caused by ethanol.,59,38,1-137,FALSE,97,0.6082474226804123,FALSE,FALSE,119,0.3333333333333333,0.8333333333333334,NA
2005-06-15,1,138,H.R. 6,On the Motion to Table S.Amdt. 782,Agreed to,Motion to Table Schumer Amdt. No. 782; To strike the reliable fuels subtitle of the amendment.,69,28,1-138,FALSE,97,0.711340206185567,TRUE,FALSE,120,0.6818181818181818,0.7358490566037735,NA
2005-06-15,1,139,H.R. 6,On the Amendment S.Amdt. 779,Agreed to,"Domenici Amdt. No. 779, As Modified; To eliminate methyl tertiary butyl ether from the United States fuel supply, to increase production and use of renewable fuel, and to increase the Nation's energy independence.",70,26,1-139,FALSE,96,0.7291666666666666,TRUE,FALSE,121,0.7272727272727273,0.7307692307692307,NA
2005-06-16,1,140,H.R. 6,On the Amendment S.Amdt. 784,Rejected,Cantwell Amdt. No. 784 As Modified; To improve the energy security of the United States and reduce United States dependence on foreign oil imports by 40 percent by 2025.,47,53,1-140,FALSE,100,0.47,FALSE,FALSE,122,0.9772727272727273,0.05454545454545454,Democratic
2005-06-16,1,141,H.R. 6,On the Amendment S.Amdt. 791,Agreed to,Bingaman Amdt. No. 791; To establish a renewable portfolio standard.,52,48,1-141,FALSE,100,0.52,FALSE,FALSE,123,0.9545454545454546,0.16363636363636364,NA
2005-06-20,1,142,PN326,On the Cloture Motion,Rejected,"Upon Reconsideration, Motion to Invoke Cloture on the Nomination of John R. Bolton, of Maryland, to be Representative of the United States to the United Nations",54,38,1-142,FALSE,92,0.5869565217391305,FALSE,FALSE,124,0.07692307692307693,0.9807692307692307,Republican
2005-06-21,1,143,H.R. 6,On the Amendment S.Amdt. 783,Rejected,Nelson (FL) Amdt. No. 783; To strike the section providing for a comprehensive inventory of Outer Continental Shelf oil and natural gas resources.,44,52,1-143,FALSE,96,0.4583333333333333,FALSE,FALSE,125,0.7560975609756098,0.2222222222222222,NA
2005-06-21,1,144,H.R. 6,On the Amendment S.Amdt. 817,Agreed to,Hagel Amdt. No. 817; To provide for the conduct of activities that promote the adoption of technologies that reduce greenhouse gas intensity in the United States and in developing countries and to provide credit-based financial assistance and investment protection for projects that employ advanced climate technologies or systems in the United States.,66,29,1-144,FALSE,95,0.6947368421052632,TRUE,FALSE,126,0.4634146341463415,0.8703703703703703,NA
2005-06-21,1,145,H.R. 6,On the Amendment S.Amdt. 799,Agreed to,"Voinovich Amdt. No. 799; To make grants and loans to States and other organizations to strengthen the economy, public health and environment of the United States by reducing emissions from diesel engines.",92,1,1-145,FALSE,93,0.989247311827957,TRUE,TRUE,127,1,0.9814814814814815,NA
2005-06-22,1,146,H.R. 6,On the Motion to Table S.Amdt. 841,Agreed to,"Motion to Table Feinstein Amdt. No. 841; To prohibit the Commission from approving an application for the authorization of the siting, construction, expansion, or operation of facilities located onshore or in State waters for the import of natural gas from a foreign country or the export of natural gas to a foreign country without the approval of the Governor of the State in which the facility would be located.",52,45,1-146,FALSE,97,0.5360824742268041,FALSE,FALSE,128,0.19047619047619047,0.8148148148148148,NA
2005-06-22,1,147,H.R. 6,On the Motion to Table S.Amdt. 805,Agreed to,Motion to Table Schumer Amdt. No. 805 As Modified; To express the sense of the Senate regarding management of the Strategic Petroleum Reserve to lower the burden of gasoline prices on the economy of the United States and circumvent the efforts of OPEC to reap windfall profits.,57,39,1-147,FALSE,96,0.59375,FALSE,FALSE,129,0.14634146341463414,0.9444444444444444,NA
2005-06-22,1,148,H.R. 6,On the Amendment S.Amdt. 826,Rejected,"McCain Amdt. No. 826, As Modified; To provide for a program to accelerate the reduction of greenhouse gas emissions in the United States.",38,60,1-148,FALSE,98,0.3877551020408163,FALSE,FALSE,130,0.7380952380952381,0.10714285714285714,NA
2005-06-22,1,149,H.R. 6,On the Motion to Table S.Amdt. 866,Rejected,"Motion To Table Bingaman Amdt. No. 866, As Modified; To express the sense of the Senate on climate change legislation.",44,53,1-149,FALSE,97,0.4536082474226804,FALSE,FALSE,131,0.047619047619047616,0.7818181818181819,NA
2005-06-22,1,150,H.R. 6,On the Amendment S.Amdt. 961,Rejected,Alexander Amdt. No. 961; To provide for local control for the sitting of windmills.,32,63,1-150,FALSE,95,0.3368421052631579,TRUE,FALSE,132,0.024390243902439025,0.5740740740740741,NA
2005-06-22,1,151,H.R. 6,On the Amendment S.Amdt. 844,Rejected,Kerry Amdt. No. 844; To express the sense of the Senate regarding the need for the United States to address global climate change through comprehensive and cost-effective national measures and through the negotiation of fair and binding international commitments under the United Nations Framework Convention on Climate Change.,46,49,1-151,FALSE,95,0.4842105263157895,FALSE,FALSE,133,0.9512195121951219,0.12962962962962962,NA
2005-06-23,1,152,H.R. 6,On the Cloture Motion,Agreed to,Motion to Invoke Cloture on H.R. 6 as amended; Energy Policy Act of 2005,92,4,1-152,FALSE,96,0.9583333333333334,TRUE,FALSE,134,0.926829268292683,0.9814814814814815,NA
2005-06-23,1,153,H.R. 6,On the Motion S.Amdt. 891,Agreed to,Motion to Waive CBA Re: Domenici Amdt. No. 891;,69,26,1-153,FALSE,95,0.7263157894736842,TRUE,FALSE,135,0.8780487804878049,0.6037735849056604,NA
2005-06-23,1,154,H.R. 6,On the Amendment S.Amdt. 810,Agreed to,Schumer Amdt. No. 810; To strike a provision relating to medical isotope production.,52,46,1-154,FALSE,98,0.5306122448979592,FALSE,FALSE,136,0.8604651162790697,0.2777777777777778,NA
2005-06-23,1,155,H.R. 6,On the Amendment S.Amdt. 873,Rejected,Sununu Amdt. No. 873; To strike the title relating to incentives for innovative technologies.,21,76,1-155,FALSE,97,0.21649484536082475,TRUE,FALSE,137,0.27906976744186046,0.16981132075471697,NA
2005-06-23,1,156,H.R. 6,On the Amendment S.Amdt. 925,Agreed to,Bond Amdt. No. 925; To impose additional requirements for improving automobile fuel economy and reducing vehicle emissions.,64,31,1-156,FALSE,95,0.6736842105263158,TRUE,FALSE,138,0.43902439024390244,0.8679245283018868,NA
2005-06-23,1,157,H.R. 6,On the Amendment S.Amdt. 902,Rejected,"Durbin Amdt. No. 902; To amend title 49, United States Code, to improve the system for enhancing automobile fuel efficiency, and for other purposes.",28,67,1-157,FALSE,95,0.29473684210526313,TRUE,FALSE,139,0.5365853658536586,0.09259259259259259,NA
2005-06-28,1,158,H.R. 6,On Passage of the Bill,Passed,H.R. 6 As Amended; Energy Policy Act of 2005,85,12,1-158,TRUE,97,0.8762886597938144,TRUE,FALSE,140,0.8333333333333334,0.9090909090909091,NA
2005-06-28,1,159,H.R. 2361,On the Motion S.Amdt. 1019,Rejected,Motion to Waive C.B.A. re: Coburn Amdt. No. 1019; To transfer funding to the Special Diabetes Program for Indians and the Alcohol and Substance Abuse Program within the Indian Health Service from funding for federal land acquisition.,17,75,1-159,FALSE,92,0.18478260869565216,TRUE,FALSE,141,0.175,0.19607843137254902,NA
2005-06-28,1,160,H.R. 2361,On the Amendment S.Amdt. 1003,Rejected,"Coburn Amdt. No. 1003; To require conference report inclusion of limitations, directives, and earmarks.",33,59,1-160,FALSE,92,0.358695652173913,FALSE,FALSE,142,0.5,0.2549019607843137,NA
2005-06-29,1,161,H.R. 2361,On the Amendment S.Amdt. 1068,Agreed to,Burns Amdt. No. 1068; To direct the Administrator of the Environmental Protection Agency to conduct a review of all third party intentional human dosing studies to identify or quantify toxic effects.,57,40,1-161,FALSE,97,0.5876288659793815,FALSE,FALSE,143,0.18604651162790697,0.9245283018867925,NA
2005-06-29,1,162,H.R. 2361,On the Amendment S.Amdt. 1023,Agreed to,"Boxer Amdt. No. 1023; To prohibit the use of funds by the Administrator of the Environmental Protection Agency to accept, consider, or rely on third-party intentional dosing human studies for pesticides or to conduct intentional dosing human studies for pesticides.",60,37,1-162,FALSE,97,0.6185567010309279,FALSE,FALSE,144,1,0.3018867924528302,NA
2005-06-29,1,163,H.R. 2361,On the Motion S.Amdt. 1025,Rejected,"Motion to Waive C.B.A. Re: Dorgan Amdt. No. 1025; To require Federal reserve banks to transfer certain surplus funds to the general fund of the Treasury, to be used for the provision of Indian health care services.",47,51,1-163,FALSE,98,0.47959183673469385,FALSE,FALSE,145,1,0.05555555555555555,Democratic
2005-06-29,1,164,H.R. 2361,On the Amendment S.Amdt. 1026,Rejected,"Sununu Amdt. No. 1026; To prohibit the use of funds to plan, design, study, or construct certain forest development roads in the Tongass National Forest.",39,59,1-164,FALSE,98,0.3979591836734694,FALSE,FALSE,146,0.813953488372093,0.05555555555555555,NA
2005-06-29,1,167,H.R. 2361,On the Motion S.Amdt. 1059,Rejected,Motion to Suspend the Rules Relative to the Dorgan Amdt. No. 1059; To facilitate family travel to Cuba in humanitarian circumstances.,60,35,1-167,FALSE,95,0.631578947368421,FALSE,FALSE,147,0.9069767441860465,0.40384615384615385,NA
2005-06-29,1,169,S. 1307,On the Motion to Proceed,Agreed to,Motion To Proceed To Consider S. 1307; Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,61,34,1-169,FALSE,95,0.6421052631578947,FALSE,FALSE,148,0.32558139534883723,0.9019607843137255,NA
2005-06-30,1,170,S. 1307,On Passage of the Bill,Passed,S. 1307; Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,54,45,1-170,TRUE,99,0.5454545454545454,FALSE,FALSE,149,0.23255813953488372,0.7857142857142857,NA
2005-07-01,1,171,H.R. 2419,On the Amendment S.Amdt. 1085,Rejected,Feinstein Amdt. No. 1085; To prohibit the use of funds for the Robust Nuclear Earth Penetrator and utilize the amount of otherwise available to reduce the National debt.,43,53,1-171,FALSE,96,0.4479166666666667,FALSE,FALSE,150,0.9285714285714286,0.05555555555555555,Democratic
2005-07-01,1,172,H.R. 2419,On Passage of the Bill,Passed,"H.R. 2419 As Amended; Energy and Water Development Appropriations Act, 2006",92,3,1-172,TRUE,95,0.968421052631579,TRUE,FALSE,151,1,0.9433962264150944,NA
2005-07-12,1,175,H.R. 2360,On the Amendment S.Amdt. 1142,Agreed to,"Collins Amdt. No. 1142; To provide for homeland security grant coordination and simplification, and for other purposes.",71,26,1-175,FALSE,97,0.7319587628865979,TRUE,FALSE,152,0.6511627906976745,0.7777777777777778,NA
2005-07-12,1,176,H.R. 2360,On the Amendment S.Amdt. 1215,Rejected,"Feinstein Amdt. No. 1215, As Modified; To improve the allocation of grants through the Department of Homeland Security, and for other purposes.",32,65,1-176,FALSE,97,0.32989690721649484,TRUE,FALSE,153,0.4418604651162791,0.24528301886792453,NA
2005-07-13,1,177,H.R. 2360,On the Motion S.Amdt. 1202,Rejected,"Motion To Waive CBA Re: Dodd Amdt. No. 1202, As Modified; To fund urgent priorities for our Nation's firefighters, law enforcement personnel, emergency medical personnel, and all Americans by reducing the tax breaks for individuals with annual incomes in excess of $1 million.",36,60,1-177,FALSE,96,0.375,FALSE,FALSE,154,0.8333333333333334,0,NA
2005-07-13,1,178,H.R. 2360,On the Motion S.Amdt. 1112,Rejected,"Motion To Waive CBA RE: Akaka Amdt. No. 1112, As Modified; To increase funding for State and local grant programs.",42,55,1-178,FALSE,97,0.4329896907216495,FALSE,FALSE,155,0.9761904761904762,0,Democratic
2005-07-14,1,179,H.R. 2360,On the Amendment S.Amdt. 1219,Rejected,Ensign Amdt. No. 1219; Of a perfecting nature.,38,60,1-179,FALSE,98,0.3877551020408163,FALSE,FALSE,156,0.046511627906976744,0.6666666666666666,NA
2005-07-14,1,180,H.R. 2360,On the Motion S.Amdt. 1189,Rejected,"Motion To Waive CBA RE: Schumer Amdt. No. 1189; To provide that certain air cargo security programs are implemented, and for other purposes.",45,53,1-180,FALSE,98,0.45918367346938777,FALSE,FALSE,157,0.9767441860465116,0.037037037037037035,Democratic
2005-07-14,1,181,H.R. 2360,On the Motion S.Amdt. 1190,Rejected,"Motion To Waive CBA RE: Schumer Amdt. No. 1190; To appropriate $70,000,000 to identify and track hazardous materials shipments.",36,62,1-181,FALSE,98,0.3673469387755102,FALSE,FALSE,158,0.813953488372093,0,NA
2005-07-14,1,182,H.R. 2360,On the Amendment S.Amdt. 1171,Rejected,"McCain Amdt. No. 1171 As Modified And Amended; To increase the number of detention beds and positions or FTEs in the United States consistent with the number authorized in the Intelligence Reform and Terrorism Prevention Act of 2004 (Public Law 108-458), and for other purposes.",42,56,1-182,FALSE,98,0.42857142857142855,FALSE,FALSE,159,0.13953488372093023,0.6481481481481481,NA
2005-07-14,1,183,H.R. 2360,On the Motion S.Amdt. 1217,Rejected,Motion To Waive CBA RE: Stabenow Amdt. No. 1217; To provide funding for interoperable communications equipment grants.,35,63,1-183,FALSE,98,0.35714285714285715,FALSE,FALSE,160,0.7906976744186046,0,NA
2005-07-14,1,184,H.R. 2360,On the Motion S.Amdt. 1218,Rejected,"Motion To Waive CBA Byrd Amdt. No. 1218; To provide additional funding for intercity passenger rail transportation, freight rail, and mass transit.",43,55,1-184,FALSE,98,0.4387755102040816,FALSE,FALSE,161,0.9767441860465116,0,Democratic
2005-07-14,1,185,H.R. 2360,On the Amendment S.Amdt. 1220,Rejected,"Gregg Amdt. No. 1220, As Modified Further; To allocate funds for certain terrorism prevention activities, including rail and transit security.",46,52,1-185,FALSE,98,0.46938775510204084,FALSE,FALSE,162,0.023255813953488372,0.8333333333333334,NA
2005-07-14,1,186,H.R. 2360,On the Motion S.Amdt. 1205,Rejected,"Motion To Waive CBA Shelby Amdt. No. 1205 As Modified; To allocate funds for certain terrorism prevention activities, including rail and transit security.",53,45,1-186,FALSE,98,0.5408163265306123,FALSE,FALSE,163,1,0.16666666666666666,NA
2005-07-14,1,187,H.R. 2360,On the Amendment S.Amdt. 1223,Rejected,Frist Amdt. No. 1223; To protect classified information and to protect our servicemen and women.,32,65,1-187,FALSE,97,0.32989690721649484,TRUE,FALSE,164,0,0.6037735849056604,NA
2005-07-14,1,188,H.R. 2360,On the Amendment S.Amdt. 1222,Rejected,Reid Amdt. No. 1222; To prohibit Federal employees who disclose classified information to persons not authorized to receive such information from holding a security clearance.,44,53,1-188,FALSE,97,0.4536082474226804,FALSE,FALSE,165,1,0,Democratic
2005-07-14,1,189,H.R. 2360,On Passage of the Bill,Passed,"H.R. 2360 As Amended; Department of Homeland Security Appropriations Act, 2006",96,1,1-189,TRUE,97,0.9896907216494846,TRUE,TRUE,166,1,0.9811320754716981,NA
2005-07-18,1,190,PN214,On the Nomination,Confirmed,"Confirmation Lester M. Crawford, of Maryland, to be Commissioner of Food and Drugs",78,16,1-190,TRUE,94,0.8297872340425532,TRUE,FALSE,167,0.6829268292682927,0.9433962264150944,NA
2005-07-19,1,191,H.J.Res. 52,On the Joint Resolution,Agreed to,H.J.Res 52; A joint resolution approving the renewal of import restrictions contained in the Burmese Freedom and Democracy Act of 2003.,97,1,1-191,FALSE,98,0.9897959183673469,TRUE,TRUE,168,1,0.9818181818181818,NA
2005-07-19,1,192,H.R. 3057,On the Amendment S.Amdt. 1242,Rejected,Coburn Amdt. No 1242; To prohibit any funds from being used by the Export-Import Bank of the United States to approve a loan or a loan guarantee related to a nuclear project in China.,37,62,1-192,FALSE,99,0.37373737373737376,FALSE,FALSE,169,0.5348837209302325,0.2545454545454545,NA
2005-07-19,1,193,H.R. 3057,On the Amendment S.Amdt. 1241,Agreed to,Coburn Amdt. No. 1241; To prohibit funds from being made available to the United States Agency for International Development for entertainment expenses.,59,40,1-193,FALSE,99,0.5959595959595959,FALSE,FALSE,170,0.18604651162790697,0.9272727272727272,NA
2005-07-19,1,194,H.R. 3057,On the Amendment S.Amdt. 1294,Rejected,"Dorgan Amdt. No. 1294; To provide that no funds may be made available to provide television broadcasting to Cuba, to increase by $21,100,000 the amount appropriated to the Peace Corps, and to reduce by the same amount the amount appropriated under title I to the Broadcasting Board of Governors for broadcasting to Cuba.",33,66,1-194,FALSE,99,0.3333333333333333,TRUE,FALSE,171,0.6976744186046512,0.03636363636363636,NA
2005-07-20,1,196,H.R. 3057,On the Amendment S.Amdt. 1271,Agreed to,Chambliss Amdt. No. 1271; To prevent funds from being made available to provide assistance to a country which has refused to extradite certain individuals to the United States.,86,12,1-196,FALSE,98,0.8775510204081632,TRUE,FALSE,172,0.8095238095238095,0.9454545454545454,NA
2005-07-20,1,197,H.R. 3057,On Passage of the Bill,Passed,"H.R. 3057 as Amended; Foreign Operations, Export Financing, and Related Programs Appropriations Act, 2006",98,1,1-197,TRUE,99,0.98989898989899,TRUE,TRUE,173,1,0.9818181818181818,NA
2005-07-21,1,198,PN68,On the Nomination,Confirmed,"Confirmation of the Nomination of Thomas C. Dorr, of Iowa, to be Under Secretary of Agriculture for Rural Development",62,38,1-198,TRUE,100,0.62,FALSE,FALSE,174,0.1590909090909091,1,NA
2005-07-21,1,200,S. 1042,On the Amendment S.Amdt. 1380,Agreed to,Lugar Amdt. No. 1380; To improve authorities to address urgent nonproliferation crises and United States nonproliferation operations.,78,19,1-200,FALSE,97,0.8041237113402062,TRUE,FALSE,175,1,0.6415094339622641,NA
2005-07-26,1,203,S. 1042,On the Amendment S.Amdt. 1351,Rejected,Lautenberg Amdt. No. 1351; To stop corporations from financing terrorism.,47,51,1-203,FALSE,98,0.47959183673469385,FALSE,FALSE,176,1,0.05555555555555555,Democratic
2005-07-26,1,205,S. 1042,On the Cloture Motion,Rejected,Motion To Invoke Cloture On S. 1042; National Defense Authorization Act for Fiscal Year 2006,50,48,1-205,FALSE,98,0.5102040816326531,FALSE,FALSE,177,0.06976744186046512,0.8703703703703703,NA
2005-07-26,1,206,S. 397,On the Cloture Motion,Agreed to,Motion To Invoke Cloture On The Motion To Proceed To S. 397; Protection of Lawful Commerce in Arms Act,66,32,1-206,FALSE,98,0.673469387755102,TRUE,FALSE,178,0.3023255813953488,0.9814814814814815,NA
2005-07-28,1,207,S. 397,On the Amendment S.Amdt. 1626,Agreed to,"Kohl Amdt. No. 1626; To amend chapter 44 of title 18, United States Code, to require the provision of a child safety lock in connection with the transfer of a handgun.",70,30,1-207,FALSE,100,0.7,TRUE,FALSE,179,1,0.45454545454545453,NA
2005-07-28,1,208,S. 397,On the Motion to Table S.Amdt. 1623,Agreed to,Motion To Table Levin Amdt. No. 1623; To clarify the prohibition on certain civil liability actions.,62,37,1-208,FALSE,99,0.6262626262626263,FALSE,FALSE,180,0.2727272727272727,0.9259259259259259,NA
2005-07-28,1,209,H.R. 3045,On Passage of the Bill,Passed,H. R. 3045; Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,55,45,1-209,TRUE,100,0.55,FALSE,FALSE,181,0.25,0.7818181818181819,NA
2005-07-29,1,210,H.R. 2361,On the Conference Report,Agreed to,"Conference Report H. R. 2361; Department of the Interior, Environment, and Related Agencies Appropriations Act, 2006",99,1,1-210,FALSE,100,0.99,TRUE,TRUE,182,1,0.9818181818181818,NA
2005-07-29,1,211,H.R. 2985,On the Conference Report,Agreed to,"Conference Report H. R. 2985; Legislative Branch Appropriations Act, 2006",96,4,1-211,FALSE,100,0.96,TRUE,FALSE,183,0.9772727272727273,0.9454545454545454,NA
2005-07-29,1,212,H.R. 6,On the Motion,Agreed to,Motion To Waive CBA Re: Conference Report To Accompany H. R. 6; Energy Policy Act of 2005,71,29,1-212,FALSE,100,0.71,TRUE,FALSE,184,0.5681818181818182,0.8363636363636363,NA
2005-07-29,1,213,H.R. 6,On the Conference Report,Agreed to,Conference Report H. R. 6; Energy Policy Act of 2005,74,26,1-213,FALSE,100,0.74,TRUE,FALSE,185,0.5681818181818182,0.8928571428571429,NA
2005-07-29,1,214,S. 397,On the Amendment S.Amdt. 1644,Agreed to,Craig Amdt. No. 1644; To protect the rights of children who are victimized by crime to secure compensation from those who participate in the arming of criminals.,72,26,1-214,FALSE,98,0.7346938775510204,TRUE,FALSE,186,0.46511627906976744,0.9629629629629629,NA
2005-07-29,1,215,S. 397,On the Amendment S.Amdt. 1620,Rejected,Lautenberg Amdt. No. 1620; To exempt lawsuits involving injuries to children from the definition of qualified civil liability action.,35,64,1-215,FALSE,99,0.35353535353535354,FALSE,FALSE,187,0.7272727272727273,0.037037037037037035,NA
2005-07-29,1,216,S. 397,On the Amendment S.Amdt. 1645,Agreed to,"Craig Amendment No. 1645; To regulate the sale and possession of armor piercing ammunition, and for other purposes.",87,11,1-216,FALSE,98,0.8877551020408163,TRUE,FALSE,188,0.75,1,NA
2005-07-29,1,217,S. 397,On the Amendment S.Amdt. 1615,Rejected,Kennedy Amdt. No. 1615; To expand the definition of armor piercing ammunition and for other purposes.,31,64,1-217,FALSE,95,0.3263157894736842,TRUE,FALSE,189,0.6976744186046512,0.0196078431372549,NA
2005-07-29,1,218,S. 397,On the Amendment S.Amdt. 1642,Rejected,Reed Amdt. No. 1642; To provide a complete substitute.,33,63,1-218,FALSE,96,0.34375,TRUE,FALSE,190,0.6976744186046512,0.038461538461538464,NA
2005-07-29,1,219,S. 397,On Passage of the Bill,Passed,"Passage of S. 397, As Amended; Protection of Lawful Commerce in Arms Act",65,31,1-219,TRUE,96,0.6770833333333334,TRUE,FALSE,191,0.32558139534883723,0.9622641509433962,NA
2005-07-29,1,220,H.R. 3,On the Conference Report,Agreed to,Conference Report H. R. 3; SAFETEA-LU,91,4,1-220,FALSE,95,0.9578947368421052,TRUE,FALSE,192,1,0.9230769230769231,NA
2005-09-13,1,225,S.J.Res. 20,On the Joint Resolution,Rejected,S.J. Res. 20; A joint resolution disapproving a rule promulgated by the Adminstrator of the Environmental Protection Agency to delist coal and oil-direct utility units from the source category list under the Clean Air Act.,47,51,1-225,FALSE,98,0.47959183673469385,FALSE,FALSE,193,0.8604651162790697,0.16363636363636364,NA
